,Month,Day,Hour,District,Crime_Count,Alarm
41836,12,2,19,5.0,25,1
42873,12,4,0,5.0,15,1
41837,12,2,20,5.0,14,0
41838,12,2,21,5.0,10,0
41839,12,2,22,5.0,25,1
41840,12,2,23,5.0,11,0
17546,5,5,23,5.0,25,1
17545,5,5,22,5.0,30,1
17544,5,5,21,5.0,34,2
17543,5,5,20,5.0,39,2
17542,5,5,19,5.0,26,1
41831,12,2,14,5.0,17,1
41830,12,2,13,5.0,23,1
41829,12,2,12,5.0,29,1
41820,12,2,3,5.0,6,0
9621,3,4,19,5.0,30,1
9622,3,4,20,5.0,23,1
9623,3,4,21,5.0,23,1
9624,3,4,22,5.0,23,1
41818,12,2,1,5.0,2,0
41819,12,2,2,5.0,6,0
41821,12,2,4,5.0,4,0
41828,12,2,11,5.0,20,1
41822,12,2,5,5.0,4,0
41823,12,2,6,5.0,9,0
41824,12,2,7,5.0,15,1
41825,12,2,8,5.0,19,1
41826,12,2,9,5.0,11,0
41827,12,2,10,5.0,24,1
17541,5,5,18,5.0,27,1
17540,5,5,17,5.0,33,1
17539,5,5,16,5.0,36,2
31267,9,3,9,5.0,24,1
31261,9,3,3,5.0,8,0
31262,9,3,4,5.0,7,0
31263,9,3,5,5.0,5,0
31264,9,3,6,5.0,10,0
31265,9,3,7,5.0,11,0
31266,9,3,8,5.0,23,1
31268,9,3,10,5.0,22,1
31259,9,3,1,5.0,6,0
31269,9,3,11,5.0,23,1
31270,9,3,12,5.0,23,1
31271,9,3,13,5.0,23,1
31272,9,3,14,5.0,21,1
31273,9,3,15,5.0,27,1
31274,9,3,16,5.0,32,1
31260,9,3,2,5.0,5,0
9625,3,4,23,5.0,25,1
17538,5,5,15,5.0,32,1
17531,5,5,8,5.0,17,1
17537,5,5,14,5.0,29,1
17536,5,5,13,5.0,32,1
17535,5,5,12,5.0,36,2
17534,5,5,11,5.0,44,2
17533,5,5,10,5.0,35,2
17532,5,5,9,5.0,25,1
17530,5,5,7,5.0,8,0
96,1,0,0,5.0,19,1
17529,5,5,6,5.0,8,0
17528,5,5,5,5.0,7,0
17527,5,5,4,5.0,7,0
17526,5,5,3,5.0,5,0
17525,5,5,2,5.0,13,0
17524,5,5,1,5.0,9,0
9620,3,4,18,5.0,39,2
9618,3,4,16,5.0,28,1
30746,9,2,17,5.0,24,1
9617,3,4,15,5.0,34,2
18058,5,6,8,5.0,11,0
18057,5,6,7,5.0,9,0
18056,5,6,6,5.0,15,1
18055,5,6,5,5.0,12,0
18054,5,6,4,5.0,12,0
18053,5,6,3,5.0,20,1
18052,5,6,2,5.0,12,0
18051,5,6,1,5.0,15,1
18050,5,6,0,5.0,20,1
31258,9,3,0,5.0,16,1
43929,12,6,0,5.0,20,1
26527,8,1,23,5.0,25,1
11736,4,1,23,5.0,24,1
15409,5,1,0,5.0,31,1
15410,5,1,1,5.0,7,0
18059,5,6,9,5.0,26,1
18060,5,6,10,5.0,30,1
18061,5,6,11,5.0,39,2
18070,5,6,20,5.0,38,2
32337,9,5,21,5.0,34,2
32338,9,5,22,5.0,38,2
32339,9,5,23,5.0,23,1
18073,5,6,23,5.0,25,1
18072,5,6,22,5.0,27,1
18071,5,6,21,5.0,26,1
18069,5,6,19,5.0,25,1
18062,5,6,12,5.0,37,2
18068,5,6,18,5.0,39,2
18067,5,6,17,5.0,23,1
18066,5,6,16,5.0,22,1
18065,5,6,15,5.0,21,1
18064,5,6,14,5.0,21,1
18063,5,6,13,5.0,26,1
15411,5,1,2,5.0,14,0
15412,5,1,3,5.0,12,0
15413,5,1,4,5.0,9,0
9609,3,4,7,5.0,24,1
9603,3,4,1,5.0,14,0
9604,3,4,2,5.0,11,0
9605,3,4,3,5.0,7,0
9606,3,4,4,5.0,7,0
9607,3,4,5,5.0,12,0
9608,3,4,6,5.0,7,0
9610,3,4,8,5.0,22,1
15430,5,1,21,5.0,26,1
9611,3,4,9,5.0,43,2
9612,3,4,10,5.0,44,2
9613,3,4,11,5.0,31,1
9614,3,4,12,5.0,38,2
9615,3,4,13,5.0,36,2
9616,3,4,14,5.0,31,1
41817,12,2,0,5.0,14,0
9602,3,4,0,5.0,21,1
15414,5,1,5,5.0,6,0
15421,5,1,12,5.0,31,1
15415,5,1,6,5.0,6,0
15416,5,1,7,5.0,16,1
15417,5,1,8,5.0,23,1
15418,5,1,9,5.0,28,1
15419,5,1,10,5.0,35,2
15420,5,1,11,5.0,41,2
15422,5,1,13,5.0,28,1
15429,5,1,20,5.0,25,1
15423,5,1,14,5.0,29,1
15424,5,1,15,5.0,47,2
15425,5,1,16,5.0,38,2
15426,5,1,17,5.0,22,1
15427,5,1,18,5.0,32,1
15428,5,1,19,5.0,25,1
31275,9,3,17,5.0,23,1
31276,9,3,18,5.0,26,1
31277,9,3,19,5.0,33,1
31278,9,3,20,5.0,23,1
36022,10,5,10,5.0,24,1
36023,10,5,11,5.0,28,1
36024,10,5,12,5.0,37,2
36025,10,5,13,5.0,22,1
36026,10,5,14,5.0,27,1
36027,10,5,15,5.0,35,2
36028,10,5,16,5.0,21,1
36029,10,5,17,5.0,34,2
36030,10,5,18,5.0,19,1
36031,10,5,19,5.0,24,1
36032,10,5,20,5.0,24,1
36033,10,5,21,5.0,20,1
36034,10,5,22,5.0,20,1
36035,10,5,23,5.0,16,1
25471,7,6,23,5.0,29,1
36021,10,5,9,5.0,22,1
36020,10,5,8,5.0,25,1
36019,10,5,7,5.0,14,0
10130,3,5,0,5.0,21,1
26507,8,1,3,5.0,7,0
26506,8,1,2,5.0,15,1
26505,8,1,1,5.0,27,1
26504,8,1,0,5.0,28,1
28639,8,5,23,5.0,18,1
28638,8,5,22,5.0,28,1
10131,3,5,1,5.0,12,0
36018,10,5,6,5.0,10,0
36012,10,5,0,5.0,27,1
36013,10,5,1,5.0,10,0
36014,10,5,2,5.0,4,0
36015,10,5,3,5.0,8,0
36016,10,5,4,5.0,6,0
36017,10,5,5,5.0,9,0
10132,3,5,2,5.0,12,0
10133,3,5,3,5.0,10,0
10134,3,5,4,5.0,15,1
30738,9,2,9,5.0,23,1
30732,9,2,3,5.0,10,0
30733,9,2,4,5.0,10,0
30734,9,2,5,5.0,4,0
30735,9,2,6,5.0,10,0
30736,9,2,7,5.0,13,0
30737,9,2,8,5.0,22,1
30739,9,2,10,5.0,26,1
30730,9,2,1,5.0,9,0
30740,9,2,11,5.0,31,1
30741,9,2,12,5.0,23,1
30742,9,2,13,5.0,27,1
30743,9,2,14,5.0,23,1
30744,9,2,15,5.0,25,1
30745,9,2,16,5.0,20,1
30731,9,2,2,5.0,9,0
10151,3,5,21,5.0,28,1
10135,3,5,5,5.0,8,0
10142,3,5,12,5.0,36,2
10136,3,5,6,5.0,12,0
10137,3,5,7,5.0,13,0
10138,3,5,8,5.0,33,1
10139,3,5,9,5.0,32,1
10140,3,5,10,5.0,31,1
10141,3,5,11,5.0,33,1
10143,3,5,13,5.0,33,1
10150,3,5,20,5.0,26,1
10144,3,5,14,5.0,32,1
10145,3,5,15,5.0,39,2
10146,3,5,16,5.0,23,1
10147,3,5,17,5.0,29,1
10148,3,5,18,5.0,31,1
10149,3,5,19,5.0,39,2
26508,8,1,4,5.0,6,0
26509,8,1,5,5.0,9,0
26510,8,1,6,5.0,10,0
25466,7,6,18,5.0,27,1
25460,7,6,12,5.0,41,2
25461,7,6,13,5.0,27,1
25462,7,6,14,5.0,26,1
25463,7,6,15,5.0,31,1
25464,7,6,16,5.0,24,1
25465,7,6,17,5.0,30,1
25467,7,6,19,5.0,24,1
25458,7,6,10,5.0,24,1
25468,7,6,20,5.0,35,2
25469,7,6,21,5.0,40,2
25470,7,6,22,5.0,28,1
38674,11,3,23,5.0,17,1
38673,11,3,22,5.0,16,1
38672,11,3,21,5.0,27,1
25459,7,6,11,5.0,29,1
25457,7,6,9,5.0,22,1
38670,11,3,19,5.0,18,1
25448,7,6,0,5.0,31,1
31279,9,3,21,5.0,23,1
31280,9,3,22,5.0,15,1
31281,9,3,23,5.0,11,0
15431,5,1,22,5.0,28,1
15432,5,1,23,5.0,15,1
30729,9,2,0,5.0,27,1
25449,7,6,1,5.0,25,1
25456,7,6,8,5.0,19,1
25450,7,6,2,5.0,17,1
25451,7,6,3,5.0,12,0
25452,7,6,4,5.0,13,0
25453,7,6,5,5.0,14,0
25454,7,6,6,5.0,7,0
25455,7,6,7,5.0,5,0
38671,11,3,20,5.0,25,1
38669,11,3,18,5.0,38,2
26511,8,1,7,5.0,12,0
26519,8,1,15,5.0,33,1
26525,8,1,21,5.0,41,2
26524,8,1,20,5.0,33,1
26523,8,1,19,5.0,29,1
26522,8,1,18,5.0,37,2
26521,8,1,17,5.0,39,2
26520,8,1,16,5.0,23,1
26518,8,1,14,5.0,25,1
38651,11,3,0,5.0,17,1
26517,8,1,13,5.0,29,1
26516,8,1,12,5.0,28,1
26515,8,1,11,5.0,32,1
26514,8,1,10,5.0,15,1
26513,8,1,9,5.0,25,1
26512,8,1,8,5.0,16,1
26526,8,1,22,5.0,30,1
38652,11,3,1,5.0,8,0
38668,11,3,17,5.0,28,1
38661,11,3,10,5.0,17,1
38667,11,3,16,5.0,25,1
38666,11,3,15,5.0,19,1
38665,11,3,14,5.0,23,1
38664,11,3,13,5.0,22,1
38663,11,3,12,5.0,34,2
38662,11,3,11,5.0,32,1
38660,11,3,9,5.0,24,1
38653,11,3,2,5.0,8,0
38659,11,3,8,5.0,21,1
38658,11,3,7,5.0,8,0
38657,11,3,6,5.0,11,0
38656,11,3,5,5.0,15,1
38655,11,3,4,5.0,9,0
38654,11,3,3,5.0,7,0
97,1,0,1,5.0,17,1
8016,3,1,0,5.0,25,1
34447,10,2,18,5.0,33,1
3275,1,6,8,5.0,18,1
3273,1,6,6,5.0,10,0
3272,1,6,5,5.0,11,0
3271,1,6,4,5.0,14,0
3270,1,6,3,5.0,11,0
3269,1,6,2,5.0,16,1
3268,1,6,1,5.0,27,1
3267,1,6,0,5.0,27,1
29165,8,6,20,5.0,32,1
23862,7,3,0,5.0,29,1
40258,11,6,23,5.0,21,1
40257,11,6,22,5.0,23,1
40256,11,6,21,5.0,32,1
40255,11,6,20,5.0,24,1
40254,11,6,19,5.0,22,1
40253,11,6,18,5.0,29,1
3274,1,6,7,5.0,10,0
3276,1,6,9,5.0,26,1
29159,8,6,14,5.0,25,1
3277,1,6,10,5.0,33,1
29161,8,6,16,5.0,24,1
29162,8,6,17,5.0,24,1
29163,8,6,18,5.0,19,1
29164,8,6,19,5.0,34,2
3288,1,6,21,5.0,32,1
3287,1,6,20,5.0,32,1
3286,1,6,19,5.0,29,1
3285,1,6,18,5.0,27,1
3284,1,6,17,5.0,28,1
3283,1,6,16,5.0,27,1
3282,1,6,15,5.0,27,1
3281,1,6,14,5.0,18,1
3280,1,6,13,5.0,25,1
3279,1,6,12,5.0,43,2
3278,1,6,11,5.0,27,1
40252,11,6,17,5.0,11,0
40251,11,6,16,5.0,23,1
40250,11,6,15,5.0,27,1
40249,11,6,14,5.0,22,1
5905,2,4,0,5.0,24,1
5906,2,4,1,5.0,13,0
23863,7,3,1,5.0,14,0
23864,7,3,2,5.0,14,0
23865,7,3,3,5.0,13,0
23866,7,3,4,5.0,9,0
23867,7,3,5,5.0,10,0
23868,7,3,6,5.0,9,0
23869,7,3,7,5.0,12,0
23870,7,3,8,5.0,14,0
23871,7,3,9,5.0,16,1
23872,7,3,10,5.0,26,1
23873,7,3,11,5.0,29,1
23874,7,3,12,5.0,31,1
23875,7,3,13,5.0,27,1
42366,12,3,21,5.0,19,1
42367,12,3,22,5.0,23,1
42368,12,3,23,5.0,20,1
40242,11,6,7,5.0,10,0
40248,11,6,13,5.0,21,1
40247,11,6,12,5.0,32,1
40246,11,6,11,5.0,30,1
40245,11,6,10,5.0,21,1
40244,11,6,9,5.0,18,1
40243,11,6,8,5.0,15,1
40241,11,6,6,5.0,3,0
29166,8,6,21,5.0,36,2
40240,11,6,5,5.0,10,0
40239,11,6,4,5.0,5,0
40238,11,6,3,5.0,9,0
40237,11,6,2,5.0,11,0
40236,11,6,1,5.0,12,0
40235,11,6,0,5.0,15,1
29160,8,6,15,5.0,22,1
29158,8,6,13,5.0,31,1
23877,7,3,15,5.0,29,1
28092,8,4,4,5.0,8,0
28094,8,4,6,5.0,8,0
28095,8,4,7,5.0,15,1
28096,8,4,8,5.0,17,1
28097,8,4,9,5.0,27,1
28098,8,4,10,5.0,35,2
28099,8,4,11,5.0,35,2
28100,8,4,12,5.0,32,1
28101,8,4,13,5.0,27,1
28102,8,4,14,5.0,27,1
28103,8,4,15,5.0,30,1
28104,8,4,16,5.0,30,1
28105,8,4,17,5.0,30,1
28106,8,4,18,5.0,45,2
28107,8,4,19,5.0,31,1
28108,8,4,20,5.0,27,1
28093,8,4,5,5.0,6,0
28091,8,4,3,5.0,11,0
29157,8,6,12,5.0,29,1
28090,8,4,2,5.0,9,0
5389,2,3,12,5.0,34,2
5390,2,3,13,5.0,26,1
5391,2,3,14,5.0,17,1
5392,2,3,15,5.0,37,2
5393,2,3,16,5.0,31,1
5394,2,3,17,5.0,19,1
5395,2,3,18,5.0,30,1
5396,2,3,19,5.0,30,1
5397,2,3,20,5.0,28,1
5398,2,3,21,5.0,13,0
5399,2,3,22,5.0,26,1
5400,2,3,23,5.0,18,1
29145,8,6,0,5.0,29,1
28088,8,4,0,5.0,27,1
28089,8,4,1,5.0,13,0
3290,1,6,23,5.0,14,0
3289,1,6,22,5.0,32,1
21771,6,6,23,5.0,26,1
21770,6,6,22,5.0,31,1
21751,6,6,3,5.0,23,1
21750,6,6,2,5.0,22,1
21749,6,6,1,5.0,21,1
21748,6,6,0,5.0,30,1
29146,8,6,1,5.0,29,1
29147,8,6,2,5.0,20,1
29148,8,6,3,5.0,20,1
29149,8,6,4,5.0,17,1
29150,8,6,5,5.0,11,0
29151,8,6,6,5.0,8,0
29152,8,6,7,5.0,10,0
29153,8,6,8,5.0,21,1
29154,8,6,9,5.0,16,1
29155,8,6,10,5.0,33,1
29156,8,6,11,5.0,22,1
21752,6,6,4,5.0,14,0
21753,6,6,5,5.0,11,0
21754,6,6,6,5.0,10,0
21763,6,6,15,5.0,30,1
21769,6,6,21,5.0,29,1
21768,6,6,20,5.0,17,1
21767,6,6,19,5.0,29,1
21766,6,6,18,5.0,19,1
21765,6,6,17,5.0,16,1
21764,6,6,16,5.0,19,1
21762,6,6,14,5.0,24,1
21755,6,6,7,5.0,18,1
21761,6,6,13,5.0,30,1
21760,6,6,12,5.0,32,1
21759,6,6,11,5.0,32,1
21758,6,6,10,5.0,18,1
21757,6,6,9,5.0,18,1
21756,6,6,8,5.0,17,1
23876,7,3,14,5.0,31,1
23878,7,3,16,5.0,17,1
5387,2,3,10,5.0,26,1
34438,10,2,9,5.0,22,1
34440,10,2,11,5.0,16,1
34441,10,2,12,5.0,38,2
34442,10,2,13,5.0,21,1
34443,10,2,14,5.0,28,1
34444,10,2,15,5.0,30,1
34445,10,2,16,5.0,35,2
34446,10,2,17,5.0,22,1
34448,10,2,19,5.0,22,1
34449,10,2,20,5.0,25,1
34450,10,2,21,5.0,23,1
34451,10,2,22,5.0,27,1
34452,10,2,23,5.0,15,1
33384,10,0,10,5.0,20,1
33383,10,0,9,5.0,23,1
33382,10,0,8,5.0,12,0
34439,10,2,10,5.0,21,1
34437,10,2,8,5.0,25,1
6447,2,5,14,5.0,22,1
34436,10,2,7,5.0,11,0
6449,2,5,16,5.0,26,1
6450,2,5,17,5.0,22,1
6451,2,5,18,5.0,25,1
6452,2,5,19,5.0,22,1
6453,2,5,20,5.0,26,1
6454,2,5,21,5.0,32,1
6455,2,5,22,5.0,21,1
6456,2,5,23,5.0,16,1
34429,10,2,0,5.0,15,1
34430,10,2,1,5.0,12,0
34431,10,2,2,5.0,7,0
34432,10,2,3,5.0,2,0
34433,10,2,4,5.0,5,0
34434,10,2,5,5.0,9,0
34435,10,2,6,5.0,9,0
33381,10,0,7,5.0,9,0
33380,10,0,6,5.0,9,0
33379,10,0,5,5.0,9,0
33378,10,0,4,5.0,15,1
37074,11,0,5,5.0,7,0
37073,11,0,4,5.0,8,0
37072,11,0,3,5.0,20,1
37071,11,0,2,5.0,15,1
37070,11,0,1,5.0,21,1
37069,11,0,0,5.0,19,1
42345,12,3,0,5.0,20,1
12793,4,3,23,5.0,29,1
12792,4,3,22,5.0,39,2
12791,4,3,21,5.0,17,1
12790,4,3,20,5.0,34,2
12789,4,3,19,5.0,26,1
12788,4,3,18,5.0,32,1
12787,4,3,17,5.0,36,2
12786,4,3,16,5.0,30,1
37075,11,0,6,5.0,9,0
37076,11,0,7,5.0,10,0
37077,11,0,8,5.0,10,0
37086,11,0,17,5.0,21,1
33377,10,0,3,5.0,17,1
33376,10,0,2,5.0,16,1
33375,10,0,1,5.0,17,1
33374,10,0,0,5.0,27,1
37088,11,0,19,5.0,23,1
37087,11,0,18,5.0,17,1
37085,11,0,16,5.0,25,1
37078,11,0,9,5.0,18,1
37084,11,0,15,5.0,26,1
37083,11,0,14,5.0,18,1
37082,11,0,13,5.0,16,1
37081,11,0,12,5.0,25,1
37080,11,0,11,5.0,25,1
37079,11,0,10,5.0,16,1
6448,2,5,15,5.0,29,1
6446,2,5,13,5.0,29,1
23879,7,3,17,5.0,23,1
5924,2,4,19,5.0,24,1
5926,2,4,21,5.0,31,1
5927,2,4,22,5.0,17,1
5928,2,4,23,5.0,14,0
33397,10,0,23,5.0,23,1
33396,10,0,22,5.0,21,1
33395,10,0,21,5.0,23,1
33394,10,0,20,5.0,20,1
33393,10,0,19,5.0,22,1
33392,10,0,18,5.0,26,1
33391,10,0,17,5.0,26,1
33390,10,0,16,5.0,28,1
33389,10,0,15,5.0,20,1
33388,10,0,14,5.0,27,1
33387,10,0,13,5.0,11,0
33386,10,0,12,5.0,34,2
5925,2,4,20,5.0,33,1
5923,2,4,18,5.0,31,1
6445,2,5,12,5.0,38,2
5922,2,4,17,5.0,32,1
5907,2,4,2,5.0,4,0
5908,2,4,3,5.0,6,0
5909,2,4,4,5.0,2,0
5910,2,4,5,5.0,6,0
5911,2,4,6,5.0,11,0
5912,2,4,7,5.0,11,0
5913,2,4,8,5.0,26,1
5914,2,4,9,5.0,35,2
5915,2,4,10,5.0,21,1
5916,2,4,11,5.0,25,1
5917,2,4,12,5.0,36,2
5918,2,4,13,5.0,21,1
5919,2,4,14,5.0,31,1
5920,2,4,15,5.0,24,1
5921,2,4,16,5.0,20,1
33385,10,0,11,5.0,31,1
42365,12,3,20,5.0,16,1
42364,12,3,19,5.0,22,1
42363,12,3,18,5.0,23,1
37091,11,0,22,5.0,17,1
37090,11,0,21,5.0,15,1
37089,11,0,20,5.0,22,1
6433,2,5,0,5.0,14,0
6434,2,5,1,5.0,11,0
6435,2,5,2,5.0,10,0
6436,2,5,3,5.0,7,0
6437,2,5,4,5.0,11,0
6438,2,5,5,5.0,12,0
6439,2,5,6,5.0,14,0
6440,2,5,7,5.0,11,0
6441,2,5,8,5.0,20,1
6442,2,5,9,5.0,32,1
6443,2,5,10,5.0,33,1
6444,2,5,11,5.0,29,1
37092,11,0,23,5.0,19,1
42346,12,3,1,5.0,6,0
42347,12,3,2,5.0,4,0
42356,12,3,11,5.0,21,1
42362,12,3,17,5.0,19,1
42361,12,3,16,5.0,26,1
42360,12,3,15,5.0,26,1
42359,12,3,14,5.0,20,1
42358,12,3,13,5.0,23,1
42357,12,3,12,5.0,29,1
42355,12,3,10,5.0,20,1
42348,12,3,3,5.0,4,0
42354,12,3,9,5.0,22,1
42353,12,3,8,5.0,18,1
42352,12,3,7,5.0,7,0
42351,12,3,6,5.0,8,0
42350,12,3,5,5.0,11,0
42349,12,3,4,5.0,5,0
5388,2,3,11,5.0,31,1
5386,2,3,9,5.0,30,1
21242,6,5,23,5.0,23,1
30210,9,1,9,5.0,16,1
30208,9,1,7,5.0,12,0
30207,9,1,6,5.0,8,0
30206,9,1,5,5.0,7,0
30205,9,1,4,5.0,11,0
30204,9,1,3,5.0,5,0
30203,9,1,2,5.0,12,0
30202,9,1,1,5.0,18,1
30201,9,1,0,5.0,17,1
13318,4,4,21,5.0,22,1
13317,4,4,20,5.0,36,2
13316,4,4,19,5.0,30,1
13315,4,4,18,5.0,29,1
13314,4,4,17,5.0,40,2
13313,4,4,16,5.0,38,2
27055,8,2,23,5.0,30,1
30209,9,1,8,5.0,19,1
30211,9,1,10,5.0,33,1
4344,2,1,21,5.0,20,1
30212,9,1,11,5.0,30,1
4346,2,1,23,5.0,18,1
3818,2,0,23,5.0,18,1
3817,2,0,22,5.0,19,1
3816,2,0,21,5.0,12,0
3815,2,0,20,5.0,15,1
30222,9,1,21,5.0,36,2
30221,9,1,20,5.0,25,1
30220,9,1,19,5.0,24,1
30219,9,1,18,5.0,35,2
30218,9,1,17,5.0,29,1
30217,9,1,16,5.0,29,1
30216,9,1,15,5.0,29,1
30215,9,1,14,5.0,20,1
30214,9,1,13,5.0,24,1
30213,9,1,12,5.0,26,1
13312,4,4,15,5.0,38,2
13311,4,4,14,5.0,31,1
13310,4,4,13,5.0,27,1
13309,4,4,12,5.0,35,2
33906,10,1,4,5.0,8,0
33907,10,1,5,5.0,5,0
33908,10,1,6,5.0,7,0
33909,10,1,7,5.0,13,0
33910,10,1,8,5.0,23,1
33911,10,1,9,5.0,23,1
33912,10,1,10,5.0,30,1
33913,10,1,11,5.0,24,1
33914,10,1,12,5.0,32,1
33915,10,1,13,5.0,33,1
33916,10,1,14,5.0,27,1
33917,10,1,15,5.0,31,1
33918,10,1,16,5.0,35,2
33919,10,1,17,5.0,25,1
33920,10,1,18,5.0,36,2
33905,10,1,3,5.0,10,0
33904,10,1,2,5.0,15,1
33903,10,1,1,5.0,10,0
13302,4,4,5,5.0,2,0
13308,4,4,11,5.0,31,1
13307,4,4,10,5.0,25,1
13306,4,4,9,5.0,25,1
13305,4,4,8,5.0,22,1
13304,4,4,7,5.0,18,1
13303,4,4,6,5.0,5,0
13301,4,4,4,5.0,3,0
33902,10,1,0,5.0,22,1
13300,4,4,3,5.0,13,0
13299,4,4,2,5.0,5,0
13298,4,4,1,5.0,19,1
13297,4,4,0,5.0,23,1
4851,2,2,0,5.0,14,0
4852,2,2,1,5.0,8,0
4345,2,1,22,5.0,22,1
13319,4,4,22,5.0,24,1
33922,10,1,20,5.0,29,1
22813,7,1,8,5.0,19,1
22811,7,1,6,5.0,8,0
22810,7,1,5,5.0,6,0
22809,7,1,4,5.0,5,0
22808,7,1,3,5.0,11,0
22807,7,1,2,5.0,18,1
22806,7,1,1,5.0,18,1
22805,7,1,0,5.0,32,1
4323,2,1,0,5.0,22,1
4324,2,1,1,5.0,13,0
4325,2,1,2,5.0,5,0
4326,2,1,3,5.0,10,0
4327,2,1,4,5.0,9,0
4328,2,1,5,5.0,14,0
4329,2,1,6,5.0,10,0
4330,2,1,7,5.0,23,1
22812,7,1,7,5.0,13,0
22814,7,1,9,5.0,30,1
13320,4,4,23,5.0,23,1
22815,7,1,10,5.0,27,1
30223,9,1,22,5.0,23,1
30224,9,1,23,5.0,8,0
22828,7,1,23,5.0,28,1
22827,7,1,22,5.0,38,2
22826,7,1,21,5.0,31,1
22825,7,1,20,5.0,27,1
22824,7,1,19,5.0,33,1
22823,7,1,18,5.0,38,2
22822,7,1,17,5.0,31,1
22821,7,1,16,5.0,21,1
22820,7,1,15,5.0,23,1
22819,7,1,14,5.0,39,2
22818,7,1,13,5.0,25,1
22817,7,1,12,5.0,35,2
22816,7,1,11,5.0,24,1
4331,2,1,8,5.0,24,1
4332,2,1,9,5.0,20,1
4333,2,1,10,5.0,30,1
4334,2,1,11,5.0,26,1
40777,12,0,14,5.0,18,1
40776,12,0,13,5.0,19,1
40775,12,0,12,5.0,26,1
40774,12,0,11,5.0,23,1
40773,12,0,10,5.0,17,1
40772,12,0,9,5.0,14,0
40771,12,0,8,5.0,9,0
40770,12,0,7,5.0,10,0
40769,12,0,6,5.0,8,0
40768,12,0,5,5.0,8,0
40767,12,0,4,5.0,7,0
40766,12,0,3,5.0,13,0
40765,12,0,2,5.0,15,1
40764,12,0,1,5.0,21,1
40763,12,0,0,5.0,26,1
40778,12,0,15,5.0,17,1
40779,12,0,16,5.0,23,1
40780,12,0,17,5.0,21,1
4341,2,1,18,5.0,28,1
4335,2,1,12,5.0,31,1
4336,2,1,13,5.0,26,1
4337,2,1,14,5.0,32,1
4338,2,1,15,5.0,30,1
4339,2,1,16,5.0,23,1
4340,2,1,17,5.0,33,1
4342,2,1,19,5.0,25,1
40781,12,0,18,5.0,15,1
4343,2,1,20,5.0,27,1
40786,12,0,23,5.0,22,1
40785,12,0,22,5.0,24,1
40784,12,0,21,5.0,20,1
40783,12,0,20,5.0,24,1
40782,12,0,19,5.0,22,1
33921,10,1,19,5.0,27,1
33923,10,1,21,5.0,34,2
5385,2,3,8,5.0,31,1
22278,7,0,2,5.0,16,1
22276,7,0,0,5.0,31,1
13829,4,5,4,5.0,9,0
13830,4,5,5,5.0,8,0
13831,4,5,6,5.0,9,0
13832,4,5,7,5.0,21,1
13833,4,5,8,5.0,16,1
13834,4,5,9,5.0,30,1
13835,4,5,10,5.0,26,1
13836,4,5,11,5.0,39,2
13837,4,5,12,5.0,37,2
13838,4,5,13,5.0,33,1
13839,4,5,14,5.0,26,1
13840,4,5,15,5.0,24,1
13841,4,5,16,5.0,43,2
13842,4,5,17,5.0,33,1
22277,7,0,1,5.0,29,1
22279,7,0,3,5.0,16,1
22297,7,0,21,5.0,30,1
22280,7,0,4,5.0,16,1
22295,7,0,19,5.0,33,1
22294,7,0,18,5.0,24,1
22293,7,0,17,5.0,27,1
22292,7,0,16,5.0,26,1
22291,7,0,15,5.0,31,1
22290,7,0,14,5.0,36,2
22289,7,0,13,5.0,32,1
22288,7,0,12,5.0,35,2
22287,7,0,11,5.0,27,1
22286,7,0,10,5.0,30,1
22285,7,0,9,5.0,22,1
22284,7,0,8,5.0,14,0
22283,7,0,7,5.0,11,0
22282,7,0,6,5.0,6,0
22281,7,0,5,5.0,10,0
13843,4,5,18,5.0,40,2
13844,4,5,19,5.0,37,2
13845,4,5,20,5.0,21,1
13846,4,5,21,5.0,27,1
27038,8,2,6,5.0,13,0
27037,8,2,5,5.0,5,0
27036,8,2,4,5.0,4,0
27035,8,2,3,5.0,5,0
27034,8,2,2,5.0,18,1
27033,8,2,1,5.0,20,1
27032,8,2,0,5.0,28,1
5377,2,3,0,5.0,16,1
5378,2,3,1,5.0,8,0
5379,2,3,2,5.0,8,0
5380,2,3,3,5.0,11,0
5381,2,3,4,5.0,1,0
5382,2,3,5,5.0,5,0
5383,2,3,6,5.0,11,0
5384,2,3,7,5.0,17,1
27039,8,2,7,5.0,13,0
27040,8,2,8,5.0,20,1
27041,8,2,9,5.0,31,1
27050,8,2,18,5.0,39,2
13847,4,5,22,5.0,37,2
13848,4,5,23,5.0,23,1
27054,8,2,22,5.0,26,1
27053,8,2,21,5.0,23,1
27052,8,2,20,5.0,21,1
27051,8,2,19,5.0,27,1
27049,8,2,17,5.0,34,2
27042,8,2,10,5.0,24,1
27048,8,2,16,5.0,40,2
27047,8,2,15,5.0,36,2
27046,8,2,14,5.0,19,1
27045,8,2,13,5.0,24,1
27044,8,2,12,5.0,34,2
27043,8,2,11,5.0,19,1
22296,7,0,20,5.0,33,1
22298,7,0,22,5.0,53,2
33924,10,1,22,5.0,28,1
3798,2,0,3,5.0,16,1
3796,2,0,1,5.0,10,0
3795,2,0,0,5.0,17,1
13825,4,5,0,5.0,26,1
13826,4,5,1,5.0,20,1
13827,4,5,2,5.0,14,0
13828,4,5,3,5.0,8,0
4853,2,2,2,5.0,9,0
4854,2,2,3,5.0,6,0
4855,2,2,4,5.0,7,0
4856,2,2,5,5.0,7,0
