,Month,Day,Hour,District,Crime_Count,Alarm
16369,5,2,9,31.0,1,0
2113,1,3,10,31.0,1,0
12673,4,2,10,31.0,1,0
1584,1,2,16,31.0,1,0
1583,1,2,13,31.0,1,0
24294,7,3,9,31.0,1,0
9505,3,3,9,31.0,1,0
32219,9,4,14,31.0,1,0
21651,6,5,18,31.0,1,0
31161,9,2,10,31.0,1,0
21122,6,4,18,31.0,1,0
23765,7,2,9,31.0,1,0
36972,10,6,1,31.0,1,0
19009,6,0,21,31.0,1,0
8976,3,2,10,31.0,1,0
28519,8,4,9,31.0,1,0
16371,5,2,17,31.0,1,0
16370,5,2,11,31.0,1,0
42776,12,3,10,31.0,1,0
31690,9,3,10,31.0,1,0
3170,1,5,10,31.0,1,0
29048,8,5,10,31.0,1,0
22708,7,0,9,31.0,1,0
25351,7,5,11,31.0,1,0
32749,9,5,12,31.0,1,0
32748,9,5,10,31.0,1,0
10021,3,4,11,25.0,34,2
39075,11,3,16,25.0,27,1
8974,3,2,22,25.0,40,2
8975,3,2,23,25.0,21,1
10031,3,4,21,25.0,40,2
39080,11,3,21,25.0,36,2
39079,11,3,20,25.0,37,2
10030,3,4,20,25.0,50,2
39078,11,3,19,25.0,30,1
39077,11,3,18,25.0,46,2
39076,11,3,17,25.0,38,2
39073,11,3,14,25.0,37,2
39074,11,3,15,25.0,26,1
8972,3,2,20,25.0,36,2
39072,11,3,13,25.0,26,1
39071,11,3,12,25.0,43,2
39070,11,3,11,25.0,34,2
39069,11,3,10,25.0,33,1
39068,11,3,9,25.0,32,1
10029,3,4,19,25.0,55,2
10028,3,4,18,25.0,54,2
39067,11,3,8,25.0,28,1
39066,11,3,7,25.0,14,0
8973,3,2,21,25.0,40,2
8969,3,2,17,25.0,37,2
8971,3,2,19,25.0,36,2
8958,3,2,6,25.0,9,0
8952,3,2,0,25.0,27,1
8953,3,2,1,25.0,24,1
8954,3,2,2,25.0,8,0
8955,3,2,3,25.0,11,0
8956,3,2,4,25.0,5,0
38553,11,2,22,25.0,26,1
38554,11,2,23,25.0,27,1
10033,3,4,23,25.0,32,1
10032,3,4,22,25.0,31,1
8957,3,2,5,25.0,13,0
8959,3,2,7,25.0,9,0
8970,3,2,18,25.0,38,2
8960,3,2,8,25.0,28,1
8961,3,2,9,25.0,41,2
8962,3,2,10,25.0,30,1
8963,3,2,11,25.0,26,1
8964,3,2,12,25.0,43,2
8965,3,2,13,25.0,31,1
8966,3,2,14,25.0,43,2
8967,3,2,15,25.0,40,2
8968,3,2,16,25.0,54,2
39065,11,3,6,25.0,11,0
10027,3,4,17,25.0,55,2
39063,11,3,4,25.0,6,0
39064,11,3,5,25.0,6,0
10010,3,4,0,25.0,30,1
9497,3,3,16,25.0,31,1
9498,3,3,17,25.0,36,2
10025,3,4,15,25.0,47,2
9499,3,3,18,25.0,42,2
9500,3,3,19,25.0,49,2
9501,3,3,20,25.0,44,2
9502,3,3,21,25.0,22,1
9503,3,3,22,25.0,18,1
9504,3,3,23,25.0,23,1
10024,3,4,14,25.0,38,2
10011,3,4,1,25.0,10,0
10020,3,4,10,25.0,40,2
10012,3,4,2,25.0,19,1
10023,3,4,13,25.0,30,1
10013,3,4,3,25.0,10,0
10014,3,4,4,25.0,5,0
10022,3,4,12,25.0,50,2
10015,3,4,5,25.0,7,0
10016,3,4,6,25.0,12,0
10017,3,4,7,25.0,17,1
10018,3,4,8,25.0,23,1
10019,3,4,9,25.0,47,2
9496,3,3,15,25.0,40,2
9495,3,3,14,25.0,29,1
9494,3,3,13,25.0,34,2
9493,3,3,12,25.0,36,2
10026,3,4,16,25.0,52,2
39062,11,3,3,25.0,8,0
39061,11,3,2,25.0,7,0
39060,11,3,1,25.0,11,0
39059,11,3,0,25.0,19,1
27443,8,2,3,25.0,16,1
27442,8,2,2,25.0,12,0
27441,8,2,1,25.0,13,0
27440,8,2,0,25.0,29,1
9481,3,3,0,25.0,31,1
27444,8,2,4,25.0,4,0
9483,3,3,2,25.0,17,1
9484,3,3,3,25.0,9,0
9485,3,3,4,25.0,11,0
9486,3,3,5,25.0,8,0
9487,3,3,6,25.0,7,0
9488,3,3,7,25.0,24,1
9489,3,3,8,25.0,26,1
9490,3,3,9,25.0,37,2
9491,3,3,10,25.0,38,2
9492,3,3,11,25.0,32,1
9482,3,3,1,25.0,20,1
44360,12,6,23,25.0,27,1
27445,8,2,5,25.0,10,0
7907,3,0,11,25.0,22,1
39601,11,4,14,25.0,28,1
39600,11,4,13,25.0,22,1
39599,11,4,12,25.0,33,1
39598,11,4,11,25.0,22,1
39597,11,4,10,25.0,30,1
39596,11,4,9,25.0,36,2
39595,11,4,8,25.0,25,1
39594,11,4,7,25.0,19,1
39593,11,4,6,25.0,10,0
39592,11,4,5,25.0,9,0
39591,11,4,4,25.0,10,0
39590,11,4,3,25.0,15,1
39589,11,4,2,25.0,16,1
39588,11,4,1,25.0,17,1
39587,11,4,0,25.0,23,1
7896,3,0,0,25.0,32,1
7897,3,0,1,25.0,23,1
7898,3,0,2,25.0,25,1
7899,3,0,3,25.0,25,1
7900,3,0,4,25.0,24,1
7901,3,0,5,25.0,8,0
7902,3,0,6,25.0,17,1
7903,3,0,7,25.0,8,0
7904,3,0,8,25.0,19,1
7905,3,0,9,25.0,36,2
39602,11,4,15,25.0,30,1
39603,11,4,16,25.0,26,1
39604,11,4,17,25.0,32,1
27975,8,3,7,25.0,18,1
27986,8,3,18,25.0,43,2
27985,8,3,17,25.0,39,2
27984,8,3,16,25.0,29,1
27983,8,3,15,25.0,39,2
27982,8,3,14,25.0,30,1
27981,8,3,13,25.0,30,1
27980,8,3,12,25.0,31,1
27979,8,3,11,25.0,32,1
27978,8,3,10,25.0,26,1
27977,8,3,9,25.0,30,1
27976,8,3,8,25.0,26,1
27974,8,3,6,25.0,12,0
39605,11,4,18,25.0,34,2
27973,8,3,5,25.0,5,0
27972,8,3,4,25.0,10,0
27971,8,3,3,25.0,16,1
27970,8,3,2,25.0,8,0
27969,8,3,1,25.0,23,1
27968,8,3,0,25.0,18,1
39610,11,4,23,25.0,28,1
39609,11,4,22,25.0,28,1
39608,11,4,21,25.0,34,2
39607,11,4,20,25.0,34,2
39606,11,4,19,25.0,32,1
7906,3,0,10,25.0,27,1
7908,3,0,12,25.0,38,2
27446,8,2,6,25.0,13,0
7909,3,0,13,25.0,31,1
8442,3,1,18,25.0,38,2
8443,3,1,19,25.0,39,2
8444,3,1,20,25.0,42,2
8445,3,1,21,25.0,37,2
8446,3,1,22,25.0,38,2
8447,3,1,23,25.0,22,1
39082,11,3,23,25.0,22,1
39081,11,3,22,25.0,25,1
27463,8,2,23,25.0,30,1
27462,8,2,22,25.0,31,1
27461,8,2,21,25.0,45,2
27460,8,2,20,25.0,40,2
27459,8,2,19,25.0,37,2
27458,8,2,18,25.0,41,2
27457,8,2,17,25.0,32,1
27456,8,2,16,25.0,28,1
27455,8,2,15,25.0,41,2
27454,8,2,14,25.0,38,2
27453,8,2,13,25.0,21,1
27452,8,2,12,25.0,41,2
27451,8,2,11,25.0,33,1
27450,8,2,10,25.0,22,1
27449,8,2,9,25.0,36,2
27448,8,2,8,25.0,22,1
27447,8,2,7,25.0,16,1
8441,3,1,17,25.0,44,2
8440,3,1,16,25.0,49,2
8439,3,1,15,25.0,48,2
8425,3,1,1,25.0,17,1
7910,3,0,14,25.0,38,2
7911,3,0,15,25.0,32,1
7912,3,0,16,25.0,29,1
7913,3,0,17,25.0,42,2
7914,3,0,18,25.0,45,2
7915,3,0,19,25.0,37,2
7916,3,0,20,25.0,35,2
7917,3,0,21,25.0,39,2
7918,3,0,22,25.0,44,2
7919,3,0,23,25.0,28,1
8424,3,1,0,25.0,26,1
8426,3,1,2,25.0,22,1
8438,3,1,14,25.0,36,2
8427,3,1,3,25.0,11,0
8428,3,1,4,25.0,7,0
8429,3,1,5,25.0,10,0
8430,3,1,6,25.0,16,1
8431,3,1,7,25.0,19,1
8432,3,1,8,25.0,18,1
8433,3,1,9,25.0,38,2
8434,3,1,10,25.0,25,1
8435,3,1,11,25.0,39,2
8436,3,1,12,25.0,43,2
8437,3,1,13,25.0,29,1
38552,11,2,21,25.0,24,1
38546,11,2,15,25.0,31,1
38551,11,2,20,25.0,30,1
11599,4,0,6,25.0,20,1
11601,4,0,8,25.0,18,1
11602,4,0,9,25.0,28,1
11603,4,0,10,25.0,31,1
11604,4,0,11,25.0,34,2
11605,4,0,12,25.0,43,2
11606,4,0,13,25.0,29,1
11607,4,0,14,25.0,24,1
11608,4,0,15,25.0,32,1
11609,4,0,16,25.0,42,2
11610,4,0,17,25.0,38,2
11611,4,0,18,25.0,33,1
11612,4,0,19,25.0,49,2
11613,4,0,20,25.0,47,2
11614,4,0,21,25.0,45,2
11615,4,0,22,25.0,49,2
11616,4,0,23,25.0,30,1
43832,12,5,23,25.0,38,2
43831,12,5,22,25.0,22,1
43830,12,5,21,25.0,42,2
43829,12,5,20,25.0,41,2
43828,12,5,19,25.0,37,2
43827,12,5,18,25.0,35,2
43826,12,5,17,25.0,45,2
43825,12,5,16,25.0,39,2
43824,12,5,15,25.0,30,1
11600,4,0,7,25.0,20,1
11598,4,0,5,25.0,15,1
43822,12,5,13,25.0,20,1
11597,4,0,4,25.0,15,1
38023,11,1,19,25.0,34,2
38022,11,1,18,25.0,22,1
38021,11,1,17,25.0,35,2
38020,11,1,16,25.0,28,1
38019,11,1,15,25.0,36,2
38018,11,1,14,25.0,28,1
38017,11,1,13,25.0,30,1
38016,11,1,12,25.0,25,1
38015,11,1,11,25.0,31,1
38014,11,1,10,25.0,29,1
38013,11,1,9,25.0,31,1
38012,11,1,8,25.0,25,1
38011,11,1,7,25.0,17,1
38010,11,1,6,25.0,8,0
38009,11,1,5,25.0,15,1
38008,11,1,4,25.0,11,0
38007,11,1,3,25.0,7,0
38006,11,1,2,25.0,10,0
38005,11,1,1,25.0,20,1
38004,11,1,0,25.0,34,2
33805,10,0,23,25.0,28,1
11593,4,0,0,25.0,47,2
11594,4,0,1,25.0,29,1
11595,4,0,2,25.0,35,2
11596,4,0,3,25.0,32,1
43823,12,5,14,25.0,25,1
43821,12,5,12,25.0,40,2
38025,11,1,21,25.0,26,1
26393,8,0,9,25.0,20,1
26391,8,0,7,25.0,16,1
26390,8,0,6,25.0,10,0
26389,8,0,5,25.0,18,1
26388,8,0,4,25.0,18,1
12121,4,1,0,25.0,36,2
12122,4,1,1,25.0,22,1
12123,4,1,2,25.0,23,1
12124,4,1,3,25.0,18,1
12125,4,1,4,25.0,16,1
12126,4,1,5,25.0,6,0
12127,4,1,6,25.0,14,0
12128,4,1,7,25.0,20,1
12129,4,1,8,25.0,25,1
12130,4,1,9,25.0,38,2
12131,4,1,10,25.0,41,2
12132,4,1,11,25.0,33,1
12133,4,1,12,25.0,49,2
12134,4,1,13,25.0,38,2
12135,4,1,14,25.0,40,2
12136,4,1,15,25.0,43,2
12137,4,1,16,25.0,41,2
12138,4,1,17,25.0,39,2
12139,4,1,18,25.0,45,2
12140,4,1,19,25.0,41,2
12141,4,1,20,25.0,40,2
26392,8,0,8,25.0,12,0
26394,8,0,10,25.0,20,1
43820,12,5,11,25.0,27,1
26395,8,0,11,25.0,24,1
43819,12,5,10,25.0,27,1
43818,12,5,9,25.0,28,1
43817,12,5,8,25.0,21,1
43816,12,5,7,25.0,18,1
43815,12,5,6,25.0,13,0
43814,12,5,5,25.0,13,0
43813,12,5,4,25.0,5,0
43812,12,5,3,25.0,7,0
43811,12,5,2,25.0,15,1
43810,12,5,1,25.0,9,0
32216,9,4,21,25.0,33,1
32217,9,4,22,25.0,31,1
32218,9,4,23,25.0,22,1
26407,8,0,23,25.0,38,2
26406,8,0,22,25.0,41,2
26405,8,0,21,25.0,39,2
26404,8,0,20,25.0,47,2
26403,8,0,19,25.0,46,2
26402,8,0,18,25.0,33,1
26401,8,0,17,25.0,33,1
26400,8,0,16,25.0,34,2
26399,8,0,15,25.0,30,1
26398,8,0,14,25.0,32,1
26397,8,0,13,25.0,43,2
26396,8,0,12,25.0,31,1
38024,11,1,20,25.0,35,2
38026,11,1,22,25.0,23,1
38550,11,2,19,25.0,31,1
32203,9,4,8,25.0,25,1
32205,9,4,10,25.0,32,1
32206,9,4,11,25.0,29,1
32207,9,4,12,25.0,33,1
32208,9,4,13,25.0,33,1
32209,9,4,14,25.0,31,1
32210,9,4,15,25.0,36,2
32211,9,4,16,25.0,32,1
10537,3,5,0,25.0,32,1
10538,3,5,1,25.0,21,1
10539,3,5,2,25.0,20,1
10540,3,5,3,25.0,5,0
10541,3,5,4,25.0,13,0
10542,3,5,5,25.0,5,0
10543,3,5,6,25.0,18,1
10544,3,5,7,25.0,19,1
10545,3,5,8,25.0,36,2
10546,3,5,9,25.0,41,2
10547,3,5,10,25.0,34,2
10548,3,5,11,25.0,43,2
10549,3,5,12,25.0,49,2
10550,3,5,13,25.0,26,1
10551,3,5,14,25.0,35,2
10552,3,5,15,25.0,44,2
10553,3,5,16,25.0,39,2
10554,3,5,17,25.0,45,2
32204,9,4,9,25.0,27,1
32202,9,4,7,25.0,17,1
10556,3,5,19,25.0,48,2
32201,9,4,6,25.0,11,0
38549,11,2,18,25.0,20,1
38548,11,2,17,25.0,38,2
38547,11,2,16,25.0,27,1
27988,8,3,20,25.0,41,2
38545,11,2,14,25.0,31,1
38544,11,2,13,25.0,16,1
38543,11,2,12,25.0,35,2
38542,11,2,11,25.0,36,2
38541,11,2,10,25.0,19,1
38540,11,2,9,25.0,27,1
38539,11,2,8,25.0,21,1
38538,11,2,7,25.0,15,1
38537,11,2,6,25.0,11,0
38536,11,2,5,25.0,4,0
38535,11,2,4,25.0,9,0
38534,11,2,3,25.0,13,0
38533,11,2,2,25.0,8,0
38532,11,2,1,25.0,11,0
38531,11,2,0,25.0,26,1
32195,9,4,0,25.0,31,1
32196,9,4,1,25.0,14,0
32197,9,4,2,25.0,12,0
32198,9,4,3,25.0,11,0
32199,9,4,4,25.0,9,0
32200,9,4,5,25.0,10,0
10555,3,5,18,25.0,54,2
10557,3,5,20,25.0,52,2
38027,11,1,23,25.0,20,1
26914,8,1,2,25.0,15,1
26912,8,1,0,25.0,43,2
11065,3,6,0,25.0,26,1
11066,3,6,1,25.0,31,1
11067,3,6,2,25.0,22,1
11068,3,6,3,25.0,20,1
11069,3,6,4,25.0,17,1
11070,3,6,5,25.0,19,1
11071,3,6,6,25.0,21,1
11072,3,6,7,25.0,16,1
11073,3,6,8,25.0,21,1
11074,3,6,9,25.0,26,1
11075,3,6,10,25.0,28,1
11076,3,6,11,25.0,29,1
11077,3,6,12,25.0,37,2
11078,3,6,13,25.0,35,2
11079,3,6,14,25.0,33,1
11080,3,6,15,25.0,24,1
11081,3,6,16,25.0,35,2
11082,3,6,17,25.0,44,2
11083,3,6,18,25.0,41,2
11084,3,6,19,25.0,35,2
11085,3,6,20,25.0,37,2
11086,3,6,21,25.0,41,2
11087,3,6,22,25.0,40,2
11088,3,6,23,25.0,37,2
26913,8,1,1,25.0,27,1
26915,8,1,3,25.0,8,0
10558,3,5,21,25.0,33,1
26916,8,1,4,25.0,9,0
10559,3,5,22,25.0,41,2
10560,3,5,23,25.0,46,2
32212,9,4,17,25.0,34,2
32213,9,4,18,25.0,55,2
32214,9,4,19,25.0,37,2
32215,9,4,20,25.0,35,2
26935,8,1,23,25.0,29,1
26934,8,1,22,25.0,32,1
26933,8,1,21,25.0,38,2
26932,8,1,20,25.0,34,2
26931,8,1,19,25.0,30,1
26930,8,1,18,25.0,35,2
26929,8,1,17,25.0,29,1
26928,8,1,16,25.0,35,2
26927,8,1,15,25.0,41,2
26926,8,1,14,25.0,32,1
26925,8,1,13,25.0,32,1
26924,8,1,12,25.0,42,2
26923,8,1,11,25.0,26,1
26922,8,1,10,25.0,16,1
26921,8,1,9,25.0,34,2
26920,8,1,8,25.0,23,1
26919,8,1,7,25.0,12,0
26918,8,1,6,25.0,10,0
26917,8,1,5,25.0,7,0
27987,8,3,19,25.0,34,2
7387,2,6,19,25.0,42,2
27989,8,3,21,25.0,45,2
3675,1,6,0,25.0,30,1
3677,1,6,2,25.0,26,1
3678,1,6,3,25.0,28,1
3679,1,6,4,25.0,24,1
3680,1,6,5,25.0,17,1
3681,1,6,6,25.0,12,0
3682,1,6,7,25.0,11,0
3683,1,6,8,25.0,17,1
3684,1,6,9,25.0,36,2
3685,1,6,10,25.0,32,1
3686,1,6,11,25.0,30,1
3687,1,6,12,25.0,29,1
3688,1,6,13,25.0,34,2
3689,1,6,14,25.0,42,2
3690,1,6,15,25.0,39,2
3691,1,6,16,25.0,36,2
3692,1,6,17,25.0,37,2
3693,1,6,18,25.0,41,2
3694,1,6,19,25.0,52,2
3695,1,6,20,25.0,48,2
3696,1,6,21,25.0,31,1
3697,1,6,22,25.0,50,2
3698,1,6,23,25.0,28,1
4203,2,0,0,25.0,34,2
4204,2,0,1,25.0,37,2
4205,2,0,2,25.0,27,1
3676,1,6,1,25.0,24,1
41170,12,0,0,25.0,31,1
3163,1,5,17,25.0,44,2
41171,12,0,1,25.0,23,1
3165,1,5,19,25.0,42,2
3166,1,5,20,25.0,45,2
3167,1,5,21,25.0,50,2
3168,1,5,22,25.0,37,2
3169,1,5,23,25.0,42,2
41191,12,0,21,25.0,29,1
41190,12,0,20,25.0,33,1
41189,12,0,19,25.0,30,1
41188,12,0,18,25.0,45,2
41187,12,0,17,25.0,31,1
41186,12,0,16,25.0,29,1
41185,12,0,15,25.0,36,2
41184,12,0,14,25.0,20,1
41183,12,0,13,25.0,23,1
41182,12,0,12,25.0,25,1
41181,12,0,11,25.0,22,1
41180,12,0,10,25.0,16,1
41179,12,0,9,25.0,15,1
41178,12,0,8,25.0,17,1
41177,12,0,7,25.0,14,0
41176,12,0,6,25.0,11,0
41175,12,0,5,25.0,12,0
41174,12,0,4,25.0,10,0
41173,12,0,3,25.0,25,1
41172,12,0,2,25.0,19,1
4206,2,0,3,25.0,26,1
4207,2,0,4,25.0,20,1
4208,2,0,5,25.0,16,1
4209,2,0,6,25.0,15,1
40655,11,6,12,25.0,31,1
40654,11,6,11,25.0,18,1
40653,11,6,10,25.0,20,1
40652,11,6,9,25.0,16,1
40651,11,6,8,25.0,11,0
40650,11,6,7,25.0,8,0
40649,11,6,6,25.0,6,0
40648,11,6,5,25.0,8,0
40647,11,6,4,25.0,11,0
40646,11,6,3,25.0,13,0
40645,11,6,2,25.0,14,0
40644,11,6,1,25.0,19,1
40643,11,6,0,25.0,21,1
29047,8,5,23,25.0,27,1
29046,8,5,22,25.0,30,1
29045,8,5,21,25.0,39,2
29044,8,5,20,25.0,41,2
29043,8,5,19,25.0,41,2
29042,8,5,18,25.0,41,2
29041,8,5,17,25.0,37,2
29040,8,5,16,25.0,36,2
29039,8,5,15,25.0,24,1
29038,8,5,14,25.0,32,1
29037,8,5,13,25.0,32,1
29036,8,5,12,25.0,47,2
40656,11,6,13,25.0,23,1
40657,11,6,14,25.0,32,1
40658,11,6,15,25.0,21,1
4221,2,0,18,25.0,26,1
4210,2,0,7,25.0,9,0
4211,2,0,8,25.0,16,1
4212,2,0,9,25.0,20,1
4213,2,0,10,25.0,23,1
4214,2,0,11,25.0,17,1
4215,2,0,12,25.0,24,1
4216,2,0,13,25.0,26,1
4217,2,0,14,25.0,34,2
4218,2,0,15,25.0,24,1
4219,2,0,16,25.0,19,1
4220,2,0,17,25.0,29,1
4222,2,0,19,25.0,36,2
40659,11,6,16,25.0,31,1
4223,2,0,20,25.0,33,1
4224,2,0,21,25.0,41,2
4225,2,0,22,25.0,26,1
4226,2,0,23,25.0,19,1
40666,11,6,23,25.0,33,1
40665,11,6,22,25.0,22,1
40664,11,6,21,25.0,29,1
40663,11,6,20,25.0,26,1
40662,11,6,19,25.0,34,2
40661,11,6,18,25.0,33,1
40660,11,6,17,25.0,36,2
3164,1,5,18,25.0,53,2
3162,1,5,16,25.0,41,2
27990,8,3,22,25.0,38,2
2623,1,4,5,25.0,10,0
2625,1,4,7,25.0,33,1
2626,1,4,8,25.0,18,1
2627,1,4,9,25.0,36,2
2628,1,4,10,25.0,42,2
2629,1,4,11,25.0,40,2
2630,1,4,12,25.0,41,2
2631,1,4,13,25.0,32,1
2632,1,4,14,25.0,47,2
2633,1,4,15,25.0,39,2
2634,1,4,16,25.0,45,2
2635,1,4,17,25.0,38,2
2636,1,4,18,25.0,44,2
2637,1,4,19,25.0,52,2
2638,1,4,20,25.0,47,2
2639,1,4,21,25.0,39,2
2640,1,4,22,25.0,44,2
2641,1,4,23,25.0,26,1
41193,12,0,23,25.0,26,1
41192,12,0,22,25.0,30,1
31137,9,2,0,25.0,21,1
31138,9,2,1,25.0,18,1
31139,9,2,2,25.0,6,0
31140,9,2,3,25.0,8,0
31141,9,2,4,25.0,6,0
31142,9,2,5,25.0,6,0
2624,1,4,6,25.0,13,0
2622,1,4,4,25.0,17,1
3161,1,5,15,25.0,50,2
2621,1,4,3,25.0,16,1
2091,1,3,2,25.0,11,0
2092,1,3,3,25.0,7,0
2093,1,3,4,25.0,6,0
2094,1,3,5,25.0,11,0
2095,1,3,6,25.0,13,0
2096,1,3,7,25.0,27,1
2097,1,3,8,25.0,36,2
2098,1,3,9,25.0,45,2
2099,1,3,10,25.0,34,2
2100,1,3,11,25.0,35,2
2101,1,3,12,25.0,38,2
2102,1,3,13,25.0,35,2
2103,1,3,14,25.0,47,2
2104,1,3,15,25.0,50,2
2105,1,3,16,25.0,42,2
2106,1,3,17,25.0,36,2
2107,1,3,18,25.0,46,2
2108,1,3,19,25.0,49,2
2109,1,3,20,25.0,35,2
2110,1,3,21,25.0,39,2
2111,1,3,22,25.0,37,2
2112,1,3,23,25.0,33,1
2618,1,4,0,25.0,29,1
2619,1,4,1,25.0,16,1
2620,1,4,2,25.0,17,1
31143,9,2,6,25.0,11,0
31144,9,2,7,25.0,15,1
31145,9,2,8,25.0,25,1
31146,9,2,9,25.0,30,1
29562,8,6,9,25.0,30,1
29561,8,6,8,25.0,14,0
29560,8,6,7,25.0,12,0
29559,8,6,6,25.0,9,0
29558,8,6,5,25.0,10,0
29557,8,6,4,25.0,22,1
29556,8,6,3,25.0,33,1
29555,8,6,2,25.0,26,1
29554,8,6,1,25.0,28,1
29553,8,6,0,25.0,42,2
3146,1,5,0,25.0,37,2
3147,1,5,1,25.0,28,1
3148,1,5,2,25.0,12,0
3149,1,5,3,25.0,15,1
3150,1,5,4,25.0,12,0
3151,1,5,5,25.0,14,0
3152,1,5,6,25.0,14,0
3153,1,5,7,25.0,29,1
3154,1,5,8,25.0,24,1
3155,1,5,9,25.0,48,2
3156,1,5,10,25.0,39,2
3157,1,5,11,25.0,36,2
3158,1,5,12,25.0,42,2
3159,1,5,13,25.0,25,1
3160,1,5,14,25.0,45,2
29563,8,6,10,25.0,26,1
29564,8,6,11,25.0,24,1
29565,8,6,12,25.0,46,2
31158,9,2,21,25.0,31,1
31147,9,2,10,25.0,32,1
31148,9,2,11,25.0,29,1
31149,9,2,12,25.0,31,1
31150,9,2,13,25.0,28,1
31151,9,2,14,25.0,28,1
31152,9,2,15,25.0,27,1
31153,9,2,16,25.0,38,2
31154,9,2,17,25.0,29,1
31155,9,2,18,25.0,41,2
31156,9,2,19,25.0,27,1
31157,9,2,20,25.0,32,1
31159,9,2,22,25.0,29,1
29566,8,6,13,25.0,27,1
31160,9,2,23,25.0,34,2
29576,8,6,23,25.0,37,2
29575,8,6,22,25.0,42,2
29574,8,6,21,25.0,39,2
29573,8,6,20,25.0,29,1
29572,8,6,19,25.0,35,2
29571,8,6,18,25.0,43,2
29570,8,6,17,25.0,19,1
29569,8,6,16,25.0,29,1
29568,8,6,15,25.0,43,2
29567,8,6,14,25.0,24,1
29035,8,5,11,25.0,28,1
29034,8,5,10,25.0,31,1
29033,8,5,9,25.0,24,1
6326,2,4,13,25.0,27,1
6328,2,4,15,25.0,41,2
6329,2,4,16,25.0,51,2
6330,2,4,17,25.0,36,2
6331,2,4,18,25.0,55,2
6332,2,4,19,25.0,43,2
6333,2,4,20,25.0,42,2
6334,2,4,21,25.0,28,1
6335,2,4,22,25.0,33,1
6336,2,4,23,25.0,23,1
6840,2,5,0,25.0,10,0
6841,2,5,1,25.0,11,0
6842,2,5,2,25.0,18,1
6843,2,5,3,25.0,9,0
6844,2,5,4,25.0,9,0
6845,2,5,5,25.0,6,0
6846,2,5,6,25.0,16,1
6847,2,5,7,25.0,28,1
6848,2,5,8,25.0,28,1
6849,2,5,9,25.0,32,1
6850,2,5,10,25.0,35,2
6851,2,5,11,25.0,28,1
6852,2,5,12,25.0,40,2
6853,2,5,13,25.0,21,1
6854,2,5,14,25.0,37,2
6855,2,5,15,25.0,31,1
6327,2,4,14,25.0,25,1
6325,2,4,12,25.0,39,2
29032,8,5,8,25.0,25,1
6324,2,4,11,25.0,36,2
28508,8,4,13,25.0,36,2
28507,8,4,12,25.0,40,2
28506,8,4,11,25.0,22,1
28505,8,4,10,25.0,34,2
28504,8,4,9,25.0,30,1
28503,8,4,8,25.0,21,1
28502,8,4,7,25.0,12,0
28501,8,4,6,25.0,13,0
28500,8,4,5,25.0,9,0
28499,8,4,4,25.0,10,0
28498,8,4,3,25.0,15,1
28497,8,4,2,25.0,19,1
28496,8,4,1,25.0,19,1
28495,8,4,0,25.0,30,1
6313,2,4,0,25.0,25,1
6314,2,4,1,25.0,12,0
6315,2,4,2,25.0,10,0
6316,2,4,3,25.0,6,0
6317,2,4,4,25.0,7,0
6318,2,4,5,25.0,5,0
6319,2,4,6,25.0,13,0
6320,2,4,7,25.0,23,1
6321,2,4,8,25.0,21,1
6322,2,4,9,25.0,38,2
6323,2,4,10,25.0,32,1
6856,2,5,16,25.0,37,2
6857,2,5,17,25.0,36,2
6858,2,5,18,25.0,49,2
6859,2,5,19,25.0,32,1
7368,2,6,0,25.0,26,1
7369,2,6,1,25.0,26,1
7370,2,6,2,25.0,31,1
7371,2,6,3,25.0,21,1
7372,2,6,4,25.0,16,1
7373,2,6,5,25.0,7,0
7374,2,6,6,25.0,13,0
7375,2,6,7,25.0,16,1
7376,2,6,8,25.0,21,1
7377,2,6,9,25.0,28,1
7378,2,6,10,25.0,21,1
7379,2,6,11,25.0,35,2
7380,2,6,12,25.0,37,2
7381,2,6,13,25.0,32,1
7382,2,6,14,25.0,37,2
7383,2,6,15,25.0,34,2
7384,2,6,16,25.0,41,2
7385,2,6,17,25.0,38,2
7386,2,6,18,25.0,51,2
12143,4,1,22,25.0,41,2
7388,2,6,20,25.0,40,2
7389,2,6,21,25.0,24,1
7390,2,6,22,25.0,41,2
7391,2,6,23,25.0,20,1
27991,8,3,23,25.0,30,1
31689,9,3,23,25.0,24,1
31688,9,3,22,25.0,23,1
31687,9,3,21,25.0,26,1
31673,9,3,7,25.0,18,1
6860,2,5,20,25.0,40,2
6861,2,5,21,25.0,28,1
6862,2,5,22,25.0,31,1
6863,2,5,23,25.0,34,2
31666,9,3,0,25.0,18,1
31667,9,3,1,25.0,11,0
31668,9,3,2,25.0,13,0
31669,9,3,3,25.0,7,0
31670,9,3,4,25.0,6,0
31671,9,3,5,25.0,6,0
31672,9,3,6,25.0,13,0
31674,9,3,8,25.0,18,1
31686,9,3,20,25.0,36,2
31675,9,3,9,25.0,37,2
31676,9,3,10,25.0,22,1
31677,9,3,11,25.0,35,2
31678,9,3,12,25.0,31,1
31679,9,3,13,25.0,32,1
31680,9,3,14,25.0,34,2
31681,9,3,15,25.0,34,2
31682,9,3,16,25.0,28,1
31683,9,3,17,25.0,36,2
31684,9,3,18,25.0,34,2
31685,9,3,19,25.0,33,1
28509,8,4,14,25.0,39,2
28510,8,4,15,25.0,35,2
28511,8,4,16,25.0,36,2
5279,2,2,22,25.0,30,1
4751,2,1,20,25.0,38,2
